35,38,10,19,24,25
27,43,25,39,32,22
6,30,22,29,35,13
2,26,18,29,43,24
13,39,7,41,27,15
18,37,30,1,27,12
36,1,22,23,30,40
16,45,39,30,9,11
10,38,11,44,31,5
40,9,31,18,13,26
4,11,31,26,42,29
4,2,29,36,24,40
32,21,45,44,16,17
3,39,6,26,40,34
14,26,18,19,16,42
42,19,18,30,16,22
29,9,10,18,38,2
18,35,2,26,36,1
23,6,44,31,34,14
34,35,18,12,1,22
19,42,17,22,7,34
15,35,34,20,7,37
14,5,32,44,23,12
9,45,14,11,34,5
6,19,31,45,36,45
22,36,45,42,6,44
26,36,5,44,28,36
20,35,7,36,3,44
27,11,19,6,12,1
17,7,39,19,8,23
2,43,39,44,37,23
38,12,23,39,34,37
17,25,16,5,23,7
7,6,9,17,23,3
12,9,21,19,41,14
12,7,41,38,12,15
15,7,28,20,29,34
36,22,25,30,27,8
25,39,4,22,2,38
28,2,8,35,33,18
3,11,33,9,5,8
38,10,35,43,18,41
38,10,24,16,29,1
16,14,3,8,24,45
19,27,8,3,28,8
7,32,29,39,31,45
37,31,35,17,45,19
7,15,25,41,9,39
26,15,20,19,12,18
27,1,31,19,32,5
17,31,9,7,41,23
9,27,42,26,10,45
15,23,25,27,17,42
1,23,9,13,4,33
34,21,1,17,38,2
3,30,2,25,33,37
6,12,42,30,44,8
41,40,6,22,38,34
34,16,45,17,10,4
22,40,6,12,37,5
37,22,33,21,32,37
45,11,41,12,32,18
24,20,2,12,35,41
6,24,45,2,25,20
27,32,26,31,8,20
35,20,5,32,13,24
14,31,34,29,11,35
13,31,5,1,41,8
39,6,2,5,30,16
40,45,22,5,19,9
41,30,16,42,40,5
8,12,40,5,16,25
43,24,41,19,29,13
4,30,29,44,41,14
24,19,41,29,25,31
38,5,29,26,2,10
8,37,2,36,11,26
16,40,21,29,37,12
18,34,25,37,44,3
13,7,45,18,21,43
43,45,40,7,32,25
11,40,32,3,2,31
3,12,26,30,35,14
35,15,27,45,14,19
9,7,35,43,36,16
25,41,34,38,7,26
9,44,38,28,19,6
35,12,43,1,25,8
3,25,5,32,39,12
5,15,36,22,18,6
29,4,13,6,20,9
18,20,34,13,40,33
6,9,44,26,24,5
28,17,24,42,1,29
38,29,18,26,24,6
20,12,26,43,6,28
32,28,43,24,27,19
36,43,38,37,5,1
9,17,4,19,40,43
17,27,21,28,9,4
30,41,44,11,43,26
32,23,14,44,7,2
11,25,23,4,36,21
21,12,32,8,23,22
32,17,35,12,45,9
33,27,18,31,14,22
18,24,30,36,43,34
27,41,36,30,43,9
8,7,36,37,10,2
37,9,25,30,11,39
41,33,14,9,32,5
32,34,25,32,13,45
35,1,41,26,40,32
32,6,11,39,16,7
40,7,13,34,14,30
32,18,37,14,34,45
27,32,8,26,43,21
8,15,40,27,26,25
1,40,42,11,43,45
45,33,42,16,14,12
43,1,4,12,2,40
40,39,26,41,43,22
26,33,44,31,11,39
31,38,32,40,31,39
31,14,28,39,31,45
45,10,29,44,32,28
23,40,44,36,28,37
17,41,38,26,14,32
14,24,22,13,1,39
28,7,27,1,45,33
3,1,18,4,10,45
14,43,17,33,4,39
14,27,7,25,37,8
14,7,4,12,37,25
8,22,24,31,4,6
37,6,24,19,39,25
16,13,28,40,17,11
25,12,18,3,14,41
44,1,43,24,11,30
24,26,42,30,14,34
17,24,45,13,3,21
18,4,6,44,3,31
44,32,42,39,41,18
5,26,32,13,20,23
42,8,17,1,16,36
41,38,24,17,19,22
17,24,2,31,10,24
8,29,31,15,30,13
31,6,8,34,11,33
14,9,11,33,27,21
17,37,7,33,24,28
26,10,23,7,27,19
45,42,7,29,32,22
42,18,19,45,38,27
18,1,20,26,18,14
36,1,35,32,18,6
2,29,38,20,7,36
45,29,28,38,1,29
10,16,2,28,15,4
40,18,15,32,39,22
32,45,13,5,11,18
33,35,17,38,34,25
22,3,17,14,43,16
17,44,24,27,19,32
9,19,23,36,32,11
26,30,32,42,22,2
4,20,10,34,24,38
39,45,18,23,21,42
35,36,6,9,4,20
25,4,14,35,10,36
23,7,30,2,22,36
42,19,34,18,26,9
40,36,17,39,14,22
23,31,32,12,22,15
27,32,31,39,38,15
28,41,43,16,13,33
21,32,39,36,35,28
44,33,25,42,9,36
7,32,17,44,25,29
32,12,17,7,18,17
7,5,41,3,26,32
3,14,41,27,40,34
9,31,29,8,19,28
36,6,28,19,28,35
35,4,15,21,34,36
24,18,43,41,4,11
14,43,28,6,41,4
34,41,24,38,30,31
10,31,22,19,38,32
31,3,24,5,26,23
28,34,25,30,1,39
43,16,37,39,32,13
35,22,40,25,11,20
18,36,44,19,22,2
1,6,35,18,9,12
1,40,17,12,44,1
44,33,32,38,6,5
28,13,14,39,38,24
7,14,21,18,33,35
5,39,11,6,9,33
2,17,35,6,21,5
35,5,34,9,18,39
26,9,43,16,40,8
34,18,25,32,44,11
18,34,16,17,20,41
34,34,8,32,20,38
32,15,23,27,42,45
12,13,29,45,10,35
28,1,23,21,9,38
6,43,11,45,4,29
4,38,15,12,26,4
40,31,23,17,16,6
7,25,29,44,14,12
1,13,37,17,18,16
1,7,3,21,42,6
12,22,32,38,42,33
5,10,32,22,24,39
43,45,41,34,10,22
6,23,34,39,42,9
45,7,17,33,4,30
41,44,35,17,42,24
20,42,4,15,9,12
1,22,2,20,4,24
45,5,32,7,15,9
7,15,21,16,42,3
45,23,20,16,7,41
10,7,43,21,16,28
7,4,20,30,13,16
20,10,8,29,41,23
32,6,24,38,39,20
32,29,37,24,4,45
37,43,27,22,32,19
7,33,45,2,38,14
28,30,10,32,6,45
5,33,42,11,20,34
10,34,42,16,35,23
6,10,41,16,14,35
42,35,24,36,28,37
10,43,40,45,18,1
32,7,42,24,15,33
24,25,24,18,42,44
20,23,10,14,24,18
7,45,19,16,27,11
27,6,15,44,5,32
31,32,3,8,7,40
31,24,20,32,23,22
38,8,25,20,30,24
7,17,43,8,21,38
35,6,10,4,11,2
44,6,12,4,23,24
26,36,44,28,43,41
42,26,11,29,43,6
12,14,33,21,4,7
14,7,24,4,41,21
1,32,29,30,12,6
31,41,4,5,30,32
33,44,32,30,5,31
37,3,9,30,33,40
36,38,11,18,37,10
19,37,41,12,10,18
39,10,4,45,7,13
40,34,45,45,13,39
23,3,27,2,36,20
14,28,3,36,26,8
28,7,26,28,14,8
7,3,37,35,39,40
36,7,19,20,28,3
19,14,1,20,3,13
16,34,32,35,38,29
9,7,22,40,5,32
43,23,18,31,12,30
39,38,42,15,13,14
7,20,40,10,15,37
3,15,16,6,36,12
15,5,20,17,6,40
20,24,45,31,36,15
32,40,15,29,42,36
36,27,25,19,32,1
32,30,9,39,14,21
30,19,25,10,11,44
25,17,23,43,13,24
38,17,13,30,24,27
37,13,42,19,15,1
23,12,24,18,15,16
18,20,43,41,18,8
12,39,9,42,11,34
4,44,42,16,39,6
16,22,12,14,6,26
6,24,30,23,34,19
10,6,19,2,38,26
32,1,6,41,42,19
37,18,26,33,27,40
2,37,34,26,18,41
13,39,43,19,11,3
40,30,42,37,43,2
35,23,19,30,15,42
26,37,27,14,10,19
38,17,40,14,9,18
18,11,9,37,19,17
34,25,37,17,2,33
34,21,24,37,15,34
18,34,40,11,2,16
21,44,28,9,26,2
28,35,42,41,27,20
2,1,18,5,37,10
14,12,35,30,9,22
21,30,43,22,35,28
45,22,12,28,18,34
22,36,20,8,34,45
31,22,15,43,36,26
22,27,31,14,18,4
23,8,1,45,32,35
9,13,17,27,45,37
21,40,43,45,27,20
37,41,15,45,23,43
6,4,27,39,37,15
35,28,4,1,20,16
35,33,1,5,29,24
41,44,19,12,4,37
19,36,26,29,13,12
20,18,25,22,12,28
28,24,41,18,7,16
25,17,10,20,13,22
16,34,20,3,20,2
13,29,8,3,33,16
36,11,3,33,17,8
4,32,8,8,9,11
11,12,29,14,32,22
32,11,21,2,44,16
20,42,28,11,4,15
16,6,43,3,31,28
6,7,16,29,42,37
36,29,15,25,7,2
45,6,20,37,34,2
20,37,10,7,28,13
32,10,37,16,44,2
13,36,7,39,21,12
40,30,12,10,12,3
31,35,33,30,1,5
37,8,1,9,10,18
25,26,18,10,1,9
43,31,39,6,36,4
40,44,21,4,7,6
34,6,7,45,44,6
19,8,37,45,21,36
6,8,33,39,21,25
39,38,5,17,18,43
25,5,34,26,22,19
5,16,42,5,12,19
23,22,44,33,18,4
21,3,39,4,23,23
17,3,2,22,37,11
12,41,2,6,7,37
5,34,36,24,44,2
4,9,29,33,34,32
36,34,4,20,18,21
44,19,45,21,4,18
15,40,44,26,35,19
43,5,28,26,33,35
24,26,44,22,31,17
39,13,37,11,31,10
28,42,11,2,39,44
8,17,12,28,43,20
32,9,38,41,21,28
9,22,8,5,30,10
19,39,45,43,42,28
26,45,13,18,10,12
9,20,29,30,37,12
9,12,27,43,21,10
2,6,8,27,35,41
23,38,17,6,15,34
35,33,14,28,10,43
43,35,35,33,45,9
45,36,9,18,10,1
26,18,36,16,37,18
9,27,26,34,14,20
43,37,34,25,1,16
14,2,25,22,39,8
14,19,29,8,27,7
14,16,13,27,11,27
38,32,33,36,41,4
42,18,15,21,33,14
3,37,19,10,23,20
1,9,44,6,12,32
24,32,5,25,44,28
35,24,22,39,18,15
20,24,16,5,34,37
36,40,16,42,16,31
36,7,37,38,42,9
15,36,13,39,9,42
27,45,30,23,39,8
35,22,42,2,5,12
35,28,38,8,17,43
9,28,4,13,43,40
35,44,28,4,11,29
44,42,27,29,12,15
22,15,12,42,4,3
41,10,19,23,4,2
40,41,33,36,3,35
2,26,15,11,43,36
37,12,43,8,36,2
37,44,37,33,8,16
11,39,36,42,8,7
21,7,2,41,8,39
8,21,8,7,4,39
34,36,21,25,38,44
25,20,37,31,26,10
27,44,24,29,3,7
29,32,43,35,20,33
35,15,13,33,4,43
27,15,20,45,6,25
3,7,15,6,19,33
7,37,10,6,13,28
15,24,32,29,36,13
9,17,44,31,8,28
11,7,5,29,38,44
16,35,42,38,26,5
9,28,11,44,5,4
18,4,44,39,16,35
16,22,24,21,18,14
18,24,30,6,33,25
39,30,21,38,23,25
24,16,22,32,19,12
32,26,1,24,19,39
24,1,3,32,5,7
21,31,5,1,36,8
26,30,37,45,43,1
45,10,43,18,6,42
6,20,45,7,28,14
25,20,13,28,9,34
31,45,3,15,9,41
16,29,14,9,9,4
1,34,40,38,16,31
5,17,39,9,18,13
41,28,26,5,23,17
24,38,40,18,10,25
40,14,18,24,25,15
25,24,8,35,37,21
9,23,24,25,45,35
27,35,6,9,26,41
25,31,14,10,19,5
31,20,42,26,16,7
42,30,33,36,37,10
33,21,26,18,15,23
32,26,12,39,15,29
35,44,21,18,24,16
35,39,11,41,19,42
2,40,33,11,21,8
14,38,3,35,30,25
36,18,25,30,5,4
11,6,31,19,13,44
15,6,4,29,41,8
32,38,35,23,24,6
5,6,34,14,22,26
18,10,13,6,40,17
24,1,29,3,15,33
24,2,44,1,43,20
16,10,14,41,6,35
42,11,27,36,8,43
33,7,19,11,25,12
39,30,17,16,37,12
30,44,29,37,34,41
32,33,38,41,19,28
31,45,18,24,2,35
28,8,25,41,9,30
38,7,23,26,35,17
40,11,35,27,19,3
24,34,17,10,12,5
34,7,24,42,44,5
34,17,5,39,45,20
27,15,20,1,32,35
13,20,1,37,11,22
10,37,25,14,20,15
13,25,37,42,2,37
41,6,2,30,25,35
44,32,24,35,16,3
12,2,36,32,45,44
25,38,10,9,24,43
21,24,25,38,24,9
43,20,11,10,29,22
3,8,19,10,16,36
29,17,6,30,41,37
6,20,16,41,41,42
41,10,29,18,20,41
24,37,41,15,18,44
25,9,29,33,26,37
3,33,5,29,33,37
20,35,6,37,25,22
17,27,20,20,16,41
5,17,18,34,9,35
27,45,17,36,9,13
36,25,11,27,9,26
21,26,34,16,28,37
17,37,28,21,31,24
31,6,41,37,12,20
21,27,41,16,7,23
3,33,7,6,20,34
20,2,6,42,34,7
44,36,17,14,18,11
1,42,43,30,35,25
22,30,41,14,3,25
21,27,6,29,10,42
45,9,39,21,24,23
12,28,19,18,8,38
18,28,12,2,38,24
15,36,12,28,41,39
38,25,2,30,19,11
14,27,36,43,4,28
19,12,40,27,35,38
12,35,17,16,7,36
30,3,35,32,11,20
20,39,15,16,32,33
44,32,25,20,16,45
25,30,44,17,18,8
1,16,21,8,39,4
36,19,9,4,31,18
5,27,42,30,4,11
9,31,2,33,3,24
2,16,42,40,7,15
11,40,4,27,14,37
29,23,8,22,45,42
17,1,37,20,11,14
6,2,39,11,30,13
23,36,30,31,43,6
31,13,30,38,43,19
23,24,44,36,35,13
43,40,13,44,21,23
24,20,22,21,1,28
3,19,7,4,2,1
38,4,37,6,40,43
43,19,44,23,16,36
44,3,20,12,7,23
7,28,20,5,15,17
33,31,36,10,30,23
38,7,19,21,5,37
39,3,29,33,32,16
39,5,44,40,27,16
44,42,2,7,1,12
42,20,44,4,2,40
39,5,18,20,27,24
18,40,37,6,16,33
16,18,2,12,14,5
12,29,7,27,41,30
26,31,45,11,24,35
27,45,7,6,4,29
29,26,27,44,45,22
43,21,26,28,34,38
33,2,30,15,21,40
6,2,24,17,30,43
37,33,30,35,43,38
12,6,13,22,33,4
17,16,23,6,21,2
6,21,20,24,18,13
3,24,13,1,28,41
7,44,45,10,17,16
6,25,7,44,9,23
5,1,26,39,45,4
35,11,43,4,21,45
22,43,6,12,9,7
40,34,39,17,4,6
21,23,6,39,40,43
8,23,45,27,36,2
40,11,9,34,19,27
1,40,22,20,9,26
12,41,1,2,25,17
23,14,42,22,19,35
45,38,18,21,5,6
39,43,1,22,6,10
39,18,1,13,15,22
28,16,15,10,34,11
26,39,24,22,9,27
21,11,15,27,16,7
11,1,13,31,20,28
22,9,43,1,39,33
17,8,11,9,22,21
1,37,14,25,27,12
8,16,26,14,31,44
15,38,22,33,36,8
1,15,14,33,27,28
19,12,44,11,17,39
11,34,38,39,44,5
20,45,39,11,33,23
42,29,39,43,5,25
37,17,14,5,6,25
30,22,35,43,6,32
33,19,20,45,22,29
45,31,22,37,34,40
45,34,15,45,29,8
40,24,32,12,6,1
9,17,18,32,12,30
45,8,22,7,20,2
4,18,3,1,2,22
33,15,42,37,27,11
6,9,4,21,36,19
37,38,14,27,1,9
13,37,23,21,14,5
12,31,37,40,32,9
21,39,5,19,11,35
26,28,45,1,38,27
21,17,28,38,11,25
43,38,22,19,21,31
38,30,32,43,31,36
10,30,15,19,13,36
34,24,10,7,42,38
17,37,21,24,12,4
10,22,4,36,17,4
44,4,18,14,27,36
24,8,42,36,43,45
12,20,24,43,1,23
20,43,2,24,38,41
20,16,20,28,29,18
8,13,31,18,15,18
19,5,36,10,39,35
5,34,1,10,16,19
7,22,17,31,5,14
1,34,31,22,29,6
9,8,39,38,10,40
5,28,38,34,9,22
2,36,45,22,34,33
36,31,36,27,6,43
12,31,39,27,43,14
23,7,44,28,21,39
20,3,15,38,35,5
41,10,25,15,38,26
45,2,28,3,38,44
18,44,5,3,12,10
24,10,3,43,31,17
31,6,26,41,43,39
6,1,39,18,9,25
25,38,1,5,22,25
1,1,36,22,23,35
30,21,11,40,4,33
21,16,20,14,44,37
6,41,9,22,11,20
28,40,30,18,2,11
7,21,40,36,38,13
1,40,2,12,16,41
30,26,33,3,18,32
18,16,44,32,11,26
27,31,23,20,29,36
35,41,25,42,22,29
17,14,40,18,34,2
31,14,28,2,34,27
35,32,14,13,21,4
39,25,36,24,21,23
27,15,17,22,10,44
42,35,44,17,22,38
34,24,35,6,13,7
27,9,25,29,23,22
30,1,5,26,4,44
26,1,18,43,5,9
43,32,14,11,18,24
12,42,11,6,8,32
18,39,34,13,31,24
26,40,8,38,35,27
27,40,15,32,22,12
26,2,40,38,9,41
38,14,10,35,38,26
18,3,8,37,34,20
42,25,24,35,5,33
33,2,41,13,29,28
15,45,44,21,5,11
26,21,36,33,10,29
4,38,30,6,19,1
19,43,6,12,32,21
45,26,28,27,40,43
15,14,40,42,38,27
15,24,7,12,15,44
1,29,15,26,15,13
11,4,22,32,15,23
4,22,3,38,26,8
19,4,26,32,42,22
25,37,7,24,19,17
33,5,18,30,24,40
10,4,16,3,19,1
30,24,29,11,4,13
25,15,10,16,44,31
1,20,18,8,11,3
5,43,24,1,6,33
9,42,21,25,6,38
20,22,13,26,2,9
40,30,8,26,16,5
4,8,25,17,26,22
5,4,29,14,31,22
42,10,11,30,27,8
21,17,29,8,10,40
19,29,39,45,43,5
25,35,9,14,24,28
20,13,1,11,14,7
18,24,28,26,14,25
4,37,23,14,31,24
6,5,38,21,37,7
2,33,8,34,38,17
8,29,39,36,1,17
33,14,24,15,8,13
4,19,43,16,42,44
25,32,26,18,16,24
16,8,16,35,31,32
16,8,5,45,8,1
22,41,35,30,34,31
21,30,41,7,9,34
7,41,16,34,13,9
37,23,43,28,27,8
24,39,42,25,26,29
21,7,29,40,33,26
11,29,40,43,28,42
43,12,41,24,31,36
1,34,26,30,16,36
36,25,39,45,16,22
12,29,16,27,42,10
41,16,25,42,40,21
18,31,42,29,11,37
37,26,3,29,42,1
23,30,6,42,32,27
32,43,22,9,40,29
7,28,33,24,42,18
41,38,40,27,33,23
30,21,40,18,28,45
39,14,9,36,34,18
34,41,25,1,11,37
18,45,32,35,24,10
14,42,15,20,18,21
2,40,18,10,20,14
28,13,40,7,4,8
36,33,44,18,29,31
39,29,16,9,29,3
39,6,37,35,22,2
16,14,37,2,7,40
14,15,21,12,2,25
21,12,35,17,38,36
14,17,36,37,21,1
37,1,42,19,21,5
27,30,2,39,1,11
39,2,37,25,12,8
11,7,13,2,4,2
38,7,11,27,13,40
38,19,23,21,33,5
30,41,29,25,15,5
25,30,5,43,13,29
23,43,29,36,12,29
8,1,24,27,39,30
10,42,25,16,13,44
25,18,16,5,39,29
1,25,39,24,29,21
1,45,26,29,44,15
45,25,3,2,17,20
2,37,26,24,9,2
5,26,33,24,24,44
45,26,27,24,36,1
25,29,5,39,16,18
14,11,1,24,20,25
27,23,35,39,16,26
26,32,40,34,6,16
3,33,41,7,23,14
6,17,16,26,32,33
17,21,32,16,33,44
26,45,36,24,11,44
36,43,28,25,22,32
5,31,42,11,24,18
26,28,44,30,10,8
26,43,33,32,1,22
32,23,8,3,43,16
18,45,30,25,42,3
24,40,45,27,41,26
22,38,10,36,40,45
15,6,40,16,13,43
25,32,11,24,13,43
30,25,43,7,21,44
33,15,39,7,12,34
2,31,1,43,16,22
26,30,8,44,38,27
9,7,41,4,43,45
32,26,21,38,29,45
36,27,12,30,10,32
3,12,33,13,24,11
32,29,3,43,3,28
3,22,13,31,3,1
41,9,31,3,19,17
6,15,36,32,3,45
26,39,35,19,31,33
29,15,42,37,31,17
31,29,43,32,16,35
30,23,34,41,42,3
31,6,24,3,36,9
15,5,37,12,2,24
28,12,34,45,33,9
